ID,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,net-income
22500,20,Private,234474,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K
22501,33,Private,182401,10th,6,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
22502,67,Private,231559,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,48,United-States,>50K
22503,38,Self-emp-not-inc,34180,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
22504,52,Federal-gov,35546,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
22505,34,Private,84119,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
22506,33,Private,126950,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
22507,50,State-gov,196900,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,39,United-States,<=50K
22508,38,Private,192939,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
22509,53,Private,147476,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
22510,24,Private,130442,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
22511,36,Private,112271,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
22512,42,Private,197810,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
22513,61,Private,54373,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
22514,42,Private,203554,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
22515,19,Private,328167,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
22516,40,Private,365986,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,>50K
22517,61,Local-gov,177189,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,<=50K
22518,18,Private,129010,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,10,United-States,<=50K
22519,82,Self-emp-inc,220667,7th-8th,4,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
22520,37,Private,87757,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
22521,45,Private,247379,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
22522,58,Private,248739,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,53,United-States,>50K
22523,60,Self-emp-not-inc,224377,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
22524,25,Private,307643,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,45,United-States,>50K
22525,17,Private,192173,9th,5,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
22526,23,Private,103064,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
22527,55,Private,190514,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,75,United-States,<=50K
22528,26,Federal-gov,85482,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
22529,35,Private,556902,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
22530,50,Private,195844,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
22531,34,Private,100593,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,6,United-States,<=50K
22532,31,Private,193285,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
22533,26,Federal-gov,56419,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,20,South,<=50K
22534,25,Private,146117,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,42,United-States,<=50K
22535,25,Private,359067,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
22536,42,Local-gov,201495,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,>50K
22537,34,Federal-gov,148508,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
22538,34,Private,90409,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
22539,54,Local-gov,238257,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
22540,28,,173800,Bachelors,13,Married-spouse-absent,,Not-in-family,Asian-Pac-Islander,Female,0,0,10,Taiwan,<=50K
22541,22,Local-gov,117789,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
22542,21,Private,107452,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
22543,44,Local-gov,65145,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
22544,33,Federal-gov,177945,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
22545,61,Self-emp-not-inc,243493,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,12,United-States,<=50K
22546,24,Private,196674,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
22547,17,,54978,7th-8th,4,Never-married,,Own-child,White,Female,0,0,15,United-States,<=50K
22548,25,Self-emp-not-inc,210278,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K
22549,44,Private,36271,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22550,17,Private,166290,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
22551,20,Private,133061,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
22552,41,State-gov,180272,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K
22553,41,Private,97632,Some-college,10,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,32,United-States,<=50K
22554,60,Private,245062,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
22555,18,,284450,11th,7,Never-married,,Own-child,White,Male,0,0,25,United-States,<=50K
22556,28,Private,138269,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
22557,70,,30140,9th,5,Never-married,,Unmarried,White,Male,0,0,40,United-States,<=50K
22558,38,Private,70995,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
22559,63,Private,171635,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
22560,34,Self-emp-not-inc,236391,11th,7,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,<=50K
22561,41,Private,336643,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,80,United-States,<=50K
22562,36,Private,280570,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
22563,39,Private,150057,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
22564,44,Private,248406,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
22565,47,Private,104301,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,45,United-States,<=50K
22566,59,,218764,HS-grad,9,Divorced,,Not-in-family,White,Female,0,0,45,United-States,<=50K
22567,32,Private,151773,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
22568,57,,199114,10th,6,Separated,,Not-in-family,White,Male,0,0,30,United-States,<=50K
22569,30,Self-emp-inc,173858,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1902,40,South,>50K
22570,51,Private,81534,11th,7,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K
22571,24,Private,744929,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,<=50K
22572,35,Private,117567,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
22573,62,,83439,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K
22574,40,Private,65866,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,213,40,United-States,<=50K
22575,26,Private,157708,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22576,30,Private,203488,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
22577,60,Private,152727,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,>50K
22578,52,Local-gov,278522,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
22579,26,Private,104834,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States,<=50K
22580,30,Private,197947,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
22581,36,Self-emp-not-inc,405644,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico,<=50K
22582,36,Private,133974,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
22583,34,Private,159322,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
22584,35,Private,351772,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K
22585,41,Local-gov,359259,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
22586,63,Self-emp-not-inc,326903,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K
22587,55,Private,238638,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40,United-States,>50K
22588,54,Private,169182,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,Puerto-Rico,<=50K
22589,36,Local-gov,116892,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22590,29,Private,178272,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
22591,61,Private,159046,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
22592,26,Private,152035,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
22593,45,Private,142909,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
22594,25,Private,251915,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
22595,26,Private,380674,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,52,United-States,<=50K
22596,34,State-gov,49325,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
22597,43,Private,397963,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,594,0,16,United-States,<=50K
22598,57,Private,120302,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
22599,31,Private,136398,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,Thailand,>50K
22600,23,Local-gov,185575,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
22601,29,Private,179498,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Germany,<=50K
22602,35,Private,176900,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
22603,31,Private,300497,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Male,0,0,40,United-States,<=50K
22604,29,Private,211331,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,Mexico,<=50K
22605,36,Private,228157,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Laos,<=50K
22606,32,Private,187560,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,3908,0,40,United-States,<=50K
22607,47,Self-emp-not-inc,276087,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,<=50K
22608,31,Private,113543,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
22609,18,State-gov,427515,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,<=50K
22610,46,Self-emp-inc,198660,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,72,United-States,>50K
22611,32,Private,159589,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
22612,45,Private,219632,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
22613,57,Self-emp-inc,195835,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
22614,17,Private,721712,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
22615,20,Private,140764,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
22616,41,Self-emp-inc,139916,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Other,Male,0,2179,84,Mexico,<=50K
22617,51,Private,172281,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
22618,73,State-gov,74040,7th-8th,4,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
22619,26,Local-gov,205570,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22620,45,Federal-gov,311671,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,United-States,<=50K
22621,22,Private,237498,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
22622,33,Local-gov,300681,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
22623,41,State-gov,355756,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
22624,41,Private,126845,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
22625,47,Private,152572,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,Puerto-Rico,<=50K
22626,45,Private,148900,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
22627,36,Private,199501,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,38,United-States,<=50K
22628,25,Private,263773,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
22629,38,Self-emp-inc,231491,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
22630,33,Private,348152,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22631,39,Self-emp-not-inc,139770,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,>50K
22632,46,Self-emp-inc,161386,9th,5,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States,<=50K
22633,63,Private,158609,Assoc-voc,11,Widowed,Adm-clerical,Unmarried,White,Female,0,0,8,United-States,<=50K
22634,43,Private,182521,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,15020,0,35,United-States,>50K
22635,22,Private,221745,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
22636,32,Private,295282,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
22637,39,Private,67136,Assoc-voc,11,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
22638,39,State-gov,152023,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22639,26,Private,181597,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
22640,28,Private,383322,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
22641,41,Private,433989,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,4386,0,60,United-States,>50K
22642,65,Private,36209,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,22,United-States,>50K
22643,50,Private,221336,HS-grad,9,Divorced,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
22644,35,Federal-gov,179262,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
22645,51,Private,284211,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,<=50K
22646,26,,157008,HS-grad,9,Divorced,,Not-in-family,White,Female,0,0,40,United-States,<=50K
22647,49,Private,248145,HS-grad,9,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,Nicaragua,<=50K
22648,40,Private,352612,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22649,20,Private,235442,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
22650,50,Private,285200,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,35,United-States,>50K
22651,21,Private,283969,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico,<=50K
22652,47,Private,89146,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
22653,48,Self-emp-inc,136878,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
22654,26,Private,231638,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
22655,21,Private,225724,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
22656,23,Private,260019,7th-8th,4,Never-married,Farming-fishing,Unmarried,Other,Male,0,0,36,Mexico,<=50K
22657,34,Private,34080,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,England,<=50K
22658,26,,431861,10th,6,Separated,,Not-in-family,White,Male,0,0,40,United-States,<=50K
22659,32,Local-gov,157887,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22660,19,Private,140499,HS-grad,9,Never-married,Protective-serv,Other-relative,White,Male,0,0,40,United-States,<=50K
22661,52,Private,174964,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
22662,36,Private,169037,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
22663,51,Private,194995,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
22664,24,Private,585203,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,45,United-States,>50K
22665,35,Private,186183,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,80,United-States,>50K
22666,27,,182386,11th,7,Divorced,,Unmarried,White,Female,0,0,35,United-States,<=50K
22667,53,Self-emp-not-inc,152652,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
22668,59,Private,151977,10th,6,Separated,Priv-house-serv,Not-in-family,Black,Female,0,0,30,United-States,<=50K
22669,38,Private,241962,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
22670,65,,486436,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,45,United-States,>50K
22671,27,Private,170148,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,28,United-States,<=50K
22672,55,Private,188917,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
22673,37,Private,258836,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
22674,36,Private,275653,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,2977,0,40,Puerto-Rico,<=50K
22675,77,,147284,HS-grad,9,Widowed,,Not-in-family,White,Female,0,0,14,United-States,<=50K
22676,70,Self-emp-inc,131699,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,55,United-States,<=50K
22677,41,Private,206139,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
22678,45,Local-gov,334039,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
22679,28,Private,216178,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
22680,50,Private,140592,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
22681,34,Private,153942,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
22682,35,,320084,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0,0,55,United-States,>50K
22683,36,Private,127865,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,4650,0,25,United-States,<=50K
22684,19,,233779,HS-grad,9,Never-married,,Own-child,White,Male,0,0,25,United-States,<=50K
22685,17,Private,65368,11th,7,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K
22686,51,Private,135190,7th-8th,4,Separated,Machine-op-inspct,Not-in-family,Black,Female,0,0,30,United-States,<=50K
22687,55,Self-emp-inc,257216,Masters,14,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
22688,43,Federal-gov,72887,Bachelors,13,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
22689,23,Self-emp-not-inc,188925,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
22690,40,Private,198316,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
22691,32,Private,159187,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
22692,21,Private,278391,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,Nicaragua,<=50K
22693,38,Private,133454,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
22694,55,Private,144071,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,18,United-States,>50K
22695,34,Self-emp-not-inc,90614,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
22696,34,Private,97933,9th,5,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
22697,29,Private,85572,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,42,United-States,>50K
22698,40,Private,283724,9th,5,Never-married,Craft-repair,Other-relative,Black,Male,0,0,49,United-States,<=50K
22699,45,Self-emp-not-inc,240786,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
22700,34,State-gov,513100,Bachelors,13,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,0,0,40,,<=50K
22701,60,,120163,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,<=50K
22702,26,Local-gov,138597,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,25,United-States,<=50K
22703,36,Self-emp-not-inc,37778,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
22704,21,,205939,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K
22705,28,State-gov,225904,Prof-school,15,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
22706,39,Private,202937,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,Poland,<=50K
22707,24,Private,109869,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
22708,23,Private,278107,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1573,30,United-States,<=50K
22709,35,State-gov,126569,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
22710,33,Private,260782,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,>50K
22711,34,Private,24361,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,10520,0,40,United-States,>50K
22712,49,Private,196707,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,43,United-States,>50K
22713,52,Private,99307,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,3103,0,48,United-States,>50K
22714,36,Self-emp-not-inc,408427,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
22715,41,Private,43556,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
22716,21,,77665,Some-college,10,Never-married,,Own-child,White,Male,0,0,35,United-States,<=50K
22717,28,Private,192932,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
22718,40,Private,198790,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,<=50K
22719,22,,131230,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K
22720,36,Private,101192,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
22721,28,Private,136077,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,<=50K
22722,33,Private,358655,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K
22723,23,Self-emp-inc,214542,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
22724,40,Private,119101,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,68,United-States,>50K
22725,46,Federal-gov,268281,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
22726,24,Private,291578,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
22727,35,Private,195516,7th-8th,4,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Mexico,<=50K
22728,59,Private,98361,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
22729,25,Private,236421,12th,8,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
22730,38,,229363,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,4,United-States,<=50K
22731,37,Private,282872,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,40,United-States,<=50K
22732,18,Private,115258,10th,6,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
22733,47,Local-gov,165822,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
